Variable Name,MERGED_1996-97 datafile,MERGED_1997-98 datafile,MERGED_1998-99 datafile,MERGED_1999-00 datafile,MERGED_2000-01 datafile,MERGED_2001-02 datafile,MERGED_2002-03 datafile,MERGED_2003-04 datafile,MERGED_2004-05 datafile,MERGED_2005-06 datafile,MERGED_2006-07 datafile,MERGED_2007-08 datafile,MERGED_2008-09 datafile,MERGED_2009-10 datafile,MERGED_2010-11 datafile,MERGED_2011-12 datafile,MERGED_2012-13 datafile,MERGED_2013-14 datafile,MERGED_2014-15 datafile,MERGED_2015-16 datafile,MERGED_2016-17 datafile
MD_INC_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
HI_INC_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
DEP_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
IND_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
PELL_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
NOPELL_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
FEMALE_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
MALE_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
FIRSTGEN_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
NOTFIRSTGEN_RPY_3YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2009, FY2010","NSLDS pooled FY2007, FY2008 cohorts measured in FY2010, FY2011","NSLDS pooled FY2008, FY2009 cohorts measured in FY2011, FY2012","NSLDS pooled FY2009, FY2010 cohorts measured in FY2012, FY2013","NSLDS pooled FY2010, FY2011 cohorts measured in FY2013, FY2014","NSLDS pooled FY2011, FY2012 cohorts measured in FY2014, FY2015","NSLDS pooled FY2012, FY2013 cohorts measured in FY2015, FY2016","NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017"
RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
COMPL_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
NONCOM_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
LO_INC_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
MD_INC_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
HI_INC_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
DEP_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
IND_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
PELL_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
NOPELL_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
FEMALE_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
MALE_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
FIRSTGEN_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
NOTFIRSTGEN_RPY_5YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2011, FY2012","NSLDS pooled FY2007, FY2008 cohorts measured in FY2012, FY2013","NSLDS pooled FY2008, FY2009 cohorts measured in FY2013, FY2014","NSLDS pooled FY2009, FY2010 cohorts measured in FY2014, FY2015","NSLDS pooled FY2010, FY2011 cohorts measured in FY2015, FY2016","NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017"
RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
COMPL_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
NONCOM_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
LO_INC_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
MD_INC_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
HI_INC_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
DEP_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
IND_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
PELL_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
NOPELL_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
FEMALE_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
MALE_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
FIRSTGEN_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
NOTFIRSTGEN_RPY_7YR_RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NSLDS pooled FY2006, FY2007 cohorts measured in FY2013, FY2014","NSLDS pooled FY2007, FY2008 cohorts measured in FY2014, FY2015","NSLDS pooled FY2008, FY2009 cohorts measured in FY2015, FY2016","NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017"
INC_PCT_LO,NULL,"NSLDS AY1996-97, AY1997-98 pooled cohorts","NSLDS AY1997-98, AY1998-99 pooled cohorts","NSLDS AY1998-99, AY1999-00 pooled cohorts","NSLDS AY1999-00, AY2000-01 pooled cohorts","NSLDS AY2000-01, AY2001-02 pooled cohorts","NSLDS AY2001-02, AY2002-03 pooled cohorts","NSLDS AY2002-03, AY2003-04 pooled cohorts","NSLDS AY2003-04, AY2004-05 pooled cohorts","NSLDS AY2004-05, AY2005-06 pooled cohorts","NSLDS AY2005-06, AY2006-07 pooled cohorts","NSLDS AY2006-07, AY2007-08 pooled cohorts","NSLDS AY2007-08, AY2008-09 pooled cohorts","NSLDS AY2008-09, AY2009-10 pooled cohorts","NSLDS AY2009-10, AY2010-11 pooled cohorts","NSLDS AY2010-11, AY2011-12 pooled cohorts","NSLDS AY2011-12, AY2012-13 pooled cohorts","NSLDS AY2012-13, AY2013-14 pooled cohorts","NSLDS AY2013-14, AY2014-15 pooled cohorts","NSLDS AY2014-15, AY2015-16 pooled cohorts","NSLDS AY2015-16, AY2016-17 pooled cohorts"
DEP_STAT_PCT_IND,NULL,"NSLDS AY1996-97, AY1997-98 pooled cohorts","NSLDS AY1997-98, AY1998-99 pooled cohorts","NSLDS AY1998-99, AY1999-00 pooled cohorts","NSLDS AY1999-00, AY2000-01 pooled cohorts","NSLDS AY2000-01, AY2001-02 pooled cohorts","NSLDS AY2001-02, AY2002-03 pooled cohorts","NSLDS AY2002-03, AY2003-04 pooled cohorts","NSLDS AY2003-04, AY2004-05 pooled cohorts","NSLDS AY2004-05, AY2005-06 pooled cohorts","NSLDS AY2005-06, AY2006-07 pooled cohorts","NSLDS AY2006-07, AY2007-08 pooled cohorts","NSLDS AY2007-08, AY2008-09 pooled cohorts","NSLDS AY2008-09, AY2009-10 pooled cohorts","NSLDS AY2009-10, AY2010-11 pooled cohorts","NSLDS AY2010-11, AY2011-12 pooled cohorts","NSLDS AY2011-12, AY2012-13 pooled cohorts","NSLDS AY2012-13, AY2013-14 pooled cohorts","NSLDS AY2013-14, AY2014-15 pooled cohorts","NSLDS AY2014-15, AY2015-16 pooled cohorts","NSLDS AY2015-16, AY2016-17 pooled cohorts"
DEP_INC_PCT_LO,NULL,"NSLDS AY1996-97, AY1997-98 pooled cohorts","NSLDS AY1997-98, AY1998-99 pooled cohorts","NSLDS AY1998-99, AY1999-00 pooled cohorts","NSLDS AY1999-00, AY2000-01 pooled cohorts","NSLDS AY2000-01, AY2001-02 pooled cohorts","NSLDS AY2001-02, AY2002-03 pooled cohorts","NSLDS AY2002-03, AY2003-04 pooled cohorts","NSLDS AY2003-04, AY2004-05 pooled cohorts","NSLDS AY2004-05, AY2005-06 pooled cohorts","NSLDS AY2005-06, AY2006-07 pooled cohorts","NSLDS AY2006-07, AY2007-08 pooled cohorts","NSLDS AY2007-08, AY2008-09 pooled cohorts","NSLDS AY2008-09, AY2009-10 pooled cohorts","NSLDS AY2009-10, AY2010-11 pooled cohorts","NSLDS AY2010-11, AY2011-12 pooled cohorts","NSLDS AY2011-12, AY2012-13 pooled cohorts","NSLDS AY2012-13, AY2013-14 pooled cohorts","NSLDS AY2013-14, AY2014-15 pooled cohorts","NSLDS AY2014-15, AY2015-16 pooled cohorts","NSLDS AY2015-16, AY2016-17 pooled cohorts"
IND_INC_PCT_LO,NULL,"NSLDS AY1996-97, AY1997-98 pooled cohorts","NSLDS AY1997-98, AY1998-99 pooled cohorts","NSLDS AY1998-99, AY1999-00 pooled cohorts","NSLDS AY1999-00, AY2000-01 pooled cohorts","NSLDS AY2000-01, AY2001-02 pooled cohorts","NSLDS AY2001-02, AY2002-03 pooled cohorts","NSLDS AY2002-03, AY2003-04 pooled cohorts","NSLDS AY2003-04, AY2004-05 pooled cohorts","NSLDS AY2004-05, AY2005-06 pooled cohorts","NSLDS AY2005-06, AY2006-07 pooled cohorts","NSLDS AY2006-07, AY2007-08 pooled cohorts","NSLDS AY2007-08, AY2008-09 pooled cohorts","NSLDS AY2008-09, AY2009-10 pooled cohorts","NSLDS AY2009-10, AY2010-11 pooled cohorts","NSLDS AY2010-11, AY2011-12 pooled cohorts","NSLDS AY2011-12, AY2012-13 pooled cohorts","NSLDS AY2012-13, AY2013-14 pooled cohorts","NSLDS AY2013-14, AY2014-15 pooled cohorts","NSLDS AY2014-15, AY2015-16 pooled cohorts","NSLDS AY2015-16, AY2016-17 pooled cohorts"
PAR_ED_PCT_1STGEN,NULL,"NSLDS AY1996-97, AY1997-98 pooled cohorts","NSLDS AY1997-98, AY1998-99 pooled cohorts","NSLDS AY1998-99, AY1999-00 pooled cohorts","NSLDS AY1999-00, AY2000-01 pooled cohorts","NSLDS AY2000-01, AY2001-02 pooled cohorts","NSLDS AY2001-02, AY2002-03 pooled cohorts","NSLDS AY2002-03, AY2003-04 pooled cohorts","NSLDS AY2003-04, AY2004-05 pooled cohorts","NSLDS AY2004-05, AY2005-06 pooled cohorts","NSLDS AY2005-06, AY2006-07 pooled cohorts","NSLDS AY2006-07, AY2007-08 pooled cohorts","NSLDS AY2007-08, AY2008-09 pooled cohorts","NSLDS AY2008-09, AY2009-10 pooled cohorts","NSLDS AY2009-10, AY2010-11 pooled cohorts","NSLDS AY2010-11, AY2011-12 pooled cohorts","NSLDS AY2011-12, AY2012-13 pooled cohorts","NSLDS AY2012-13, AY2013-14 pooled cohorts","NSLDS AY2013-14, AY2014-15 pooled cohorts","NSLDS AY2014-15, AY2015-16 pooled cohorts","NSLDS AY2015-16, AY2016-17 pooled cohorts"
