Variable Name,Cohort/Measure in Featured Downloads Datafiles,Merged file Drawn From (MergedXXXX_YY_PP.csv),,
FIRSTGEN_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_5YR_N,"NSLDS pooled FY2011, FY2012 cohorts measured in FY2016, FY2017",2016_17,,
RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
FIRSTGEN_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_7YR_N,"NSLDS pooled FY2009, FY2010 cohorts measured in FY2016, FY2017",2016_17,,
COUNT_ED,NULL (corresponds to 6-year earnings metrics:  xxxxxxxx_P6),N/A,,
LOAN_EVER,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
PELL_EVER,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
AGE_ENTRY,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
AGE_ENTRY_SQ,NULL,N/A,,
AGEGE24,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
FEMALE,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
MARRIED,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
DEPENDENT,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
VETERAN,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
FIRST_GEN,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
FAMINC,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
MD_FAMINC,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
FAMINC_IND,"NSLDS AY2015-16, AY2016-17 pooled cohorts",2016_17,,
LNFAMINC,NULL,N/A,,
LNFAMINC_IND,NULL,N/A,,
PCT_WHITE,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
PCT_BLACK,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
PCT_ASIAN,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
PCT_HISPANIC,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
PCT_BA,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
PCT_GRAD_PROF,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
PCT_BORN_US,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
MEDIAN_HH_INC,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
POVERTY_RATE,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
UNEMP_RATE,"Treasury AY2004-05, AY2005-06 pooled cohort",2005_06,,
LN_MEDIAN_HH_INC,"Treasury AY2004-05, AY2005-06 pooled cohort, inflation adjusted to 2014 dollars",2005_06,,
FSEND_COUNT,NULL,N/A,,
FSEND_1,NULL,N/A,,
FSEND_2,NULL,N/A,,
FSEND_3,NULL,N/A,,
FSEND_4,NULL,N/A,,
FSEND_5,NULL,N/A,,
COUNT_NWNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
MN_EARN_WNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MD_EARN_WNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT10_EARN_WNE_P10,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
PCT25_EARN_WNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT75_EARN_WNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT90_EARN_WNE_P10,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
SD_EARN_WNE_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
COUNT_WNE_INC1_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INC2_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INC3_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INDEP0_INC1_P10,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2011, CY2012",2011_12,,
COUNT_WNE_INDEP0_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INDEP1_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_MALE0_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_MALE1_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015",2014_15,,
GT_25K_P10,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2013, CY2014, inflation adjusted to 2016 dollars",2013_14,,
MN_EARN_WNE_INC1_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INC2_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INC3_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INDEP0_INC1_P10,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
MN_EARN_WNE_INDEP0_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INDEP1_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_MALE0_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_MALE1_P10,"Treasury AY2003-04, AY2004-05 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
COUNT_NWNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
MN_EARN_WNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MD_EARN_WNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT10_EARN_WNE_P6,"Treasury AY2004-05, AY2005-06 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
PCT25_EARN_WNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT75_EARN_WNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT90_EARN_WNE_P6,"Treasury AY2004-05, AY2005-06 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
SD_EARN_WNE_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
COUNT_WNE_INC1_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INC2_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INC3_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INDEP0_INC1_P6,"Treasury AY2004-05, AY2005-06 pooled cohort measured in CY2011, CY2012",2011_12,,
COUNT_WNE_INDEP0_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_INDEP1_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_MALE0_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_MALE1_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015",2014_15,,
GT_25K_P6,"Treasury AY2006-07, AY2007-08 pooled cohort measured in CY2013, CY2014, inflation adjusted to 2016 dollars",2013_14,,
MN_EARN_WNE_INC1_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INC2_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INC3_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INDEP0_INC1_P6,"Treasury AY2004-05, AY2005-06 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
MN_EARN_WNE_INDEP0_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_INDEP1_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_MALE0_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MN_EARN_WNE_MALE1_P6,"Treasury AY2007-08, AY2008-09 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
COUNT_NWNE_P7,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2010, CY2011",2010_11,,
COUNT_WNE_P7,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2010, CY2011",2010_11,,
MN_EARN_WNE_P7,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2010, CY2011, inflation adjusted to 2014 dollars",2010_11,,
SD_EARN_WNE_P7,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2010, CY2011, inflation adjusted to 2014 dollars",2010_11,,
GT_25K_P7,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2010, CY2011, inflation adjusted to 2014 dollars",2010_11,,
COUNT_NWNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015",2014_15,,
COUNT_WNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015",2014_15,,
MN_EARN_WNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
MD_EARN_WNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT10_EARN_WNE_P8,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
PCT25_EARN_WNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT75_EARN_WNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
PCT90_EARN_WNE_P8,"Treasury AY2002-03, AY2003-04 pooled cohort measured in CY2011, CY2012, inflation adjusted to 2014 dollars",2011_12,,
SD_EARN_WNE_P8,"Treasury AY2005-06, AY2006-07 pooled cohort measured in CY2014, CY2015, inflation adjusted to 2017 dollars",2014_15,,
GT_25K_P8,"Treasury AY2004-05, AY2005-06 pooled cohort measured in CY2013, CY2014, inflation adjusted to 2016 dollars",2013_14,,
COUNT_NWNE_P9,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2010, CY2011",2010_11,,
COUNT_WNE_P9,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2010, CY2011",2010_11,,
MN_EARN_WNE_P9,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2010, CY2011, inflation adjusted to 2014 dollars",2010_11,,
SD_EARN_WNE_P9,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2010, CY2011, inflation adjusted to 2014 dollars",2010_11,,
GT_25K_P9,"Treasury AY2000-01, AY2001-02 pooled cohort measured in CY2010, CY2011, inflation adjusted to 2014 dollars",2010_11,,
DEBT_MDN_SUPP,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
GRAD_DEBT_MDN_SUPP,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
GRAD_DEBT_MDN10YR_SUPP,"NSLDS FY2016, FY2017 pooled cohorts",2016_17,,
RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
LO_INC_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
MD_INC_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
HI_INC_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
COMPL_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NONCOM_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
DEP_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
IND_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
PELL_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NOPELL_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
FEMALE_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
MALE_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
FIRSTGEN_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
NOTFIRSTGEN_RPY_3YR_RT_SUPP,"NSLDS pooled FY2013, FY2014 cohorts measured in FY2016, FY2017",2016_17,,
C150_L4_POOLED_SUPP,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRS)",2016_17,,
C150_4_POOLED_SUPP,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRS)",2016_17,,
C200_L4_POOLED_SUPP,"Fall 2012 or AcadYr 2012-13 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRS200)",2016_17,,
C200_4_POOLED_SUPP,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRS200)",2016_17,,
ALIAS,"AcadYr 2016-17, reported in IPEDS DCY2016-17, unless more recent data are available. Then the most recent data reported to IPEDS (through AcadYr 2017-18, at latest) are included.",2016_17,,
C100_4,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D100_4,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
C100_L4,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D100_L4,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
TRANS_4,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
DTRANS_4,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
TRANS_L4,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
DTRANS_L4,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
ICLEVEL,"AcadYr 2016-17, reported in IPEDS DCY2016-17",2016_17,,
UGDS_MEN,"Fall 2016, reported in IPEDS DCY2016-17",2016_17,,
UGDS_WOMEN,"Fall 2016, reported in IPEDS DCY2016-17",2016_17,,
CDR2_DENOM,FSA FY2011 cohort measured in FY2012,2012_13,,
CDR3_DENOM,FSA FY2014 cohort measured in FY2016,2016_17,,
T4APPROVALDATE,"PEPS as of October 5, 2018",2016_17,,
D150_4_WHITE,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_BLACK,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_HISP,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_ASIAN,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_AIAN,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_NHPI,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_2MOR,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_NRA,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_UNKN,"Fall 2010 or AcadYr 2010-11 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_4_WHITENH,"Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_4_BLACKNH,"Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_4_API,"Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_4_AIANOLD,"Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_4_HISPOLD,"Fall 2004 or AcadYr 2004-05 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_L4_WHITE,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_BLACK,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_HISP,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_ASIAN,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_AIAN,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_NHPI,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_2MOR,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_NRA,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_UNKN,"Fall 2013 or AcadYr 2013-14 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
D150_L4_WHITENH,"Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_L4_BLACKNH,"Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_L4_API,"Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_L4_AIANOLD,"Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D150_L4_HISPOLD,"Fall 2007 or AcadYr 2007-08 cohort (differs by institutional calendar), reported in IPEDS DCY2010-11",2010_11,,
D_PCTPELL_PCTFLOAN,"AcadYr 2015-16, reported in IPEDS DCY2016-17",2016_17,,
OPENADMP,"Fall 2016, reported in IPEDS DCY2016-17",2016_17,,
UGNONDS,"Fall 2016, reported in IPEDS DCY2016-17",2016_17,,
GRADS,"Fall 2016, reported in IPEDS DCY2016-17",2016_17,,
ACCREDCODE,"PEPS as of October 5, 2018",2016_17,,
OMACHT6_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP6_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT8_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP8_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRYP8_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRAP8_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRUP8_FTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT6_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP6_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT8_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP8_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRYP8_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRAP8_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRUP8_PTFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT6_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP6_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT8_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP8_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRYP8_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRAP8_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRUP8_FTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT6_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP6_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMACHT8_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMAWDP8_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRYP8_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRAP8_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
OMENRUP8_PTNFT,"Fall 2008 or AcadYr 2008-09 cohort (differs by institutional calendar), reported in IPEDS DCY2016-17",2016_17,,
RET_FT4_POOLED,"Fall 2015 bachelor's-seeking cohort, reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRSRET_FT)",2016_17,,
RET_FTL4_POOLED,"Fall 2015 cohort, reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRSRET_FT)",2016_17,,
RET_PT4_POOLED,"Fall 2015 bachelor's-seeking cohort, reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRSRET_PT)",2016_17,,
RET_PTL4_POOLED,"Fall 2015 cohort, reported in IPEDS DCY2016-17 pooled with previous years (# of total pooled years found in POOLYRSRET_PT)",2016_17,,
